Wall time,Step,Value
1748389226.0822053,1064960,-0.7991206645965576
1748389256.0731256,1081344,-0.8096271753311157
1748389285.2465034,1097728,-0.8230945467948914
1748389315.1196444,1114112,-0.8472952246665955
1748389344.7265222,1130496,-0.8619903326034546
1748389374.1914122,1146880,-0.8579496145248413
1748389403.5251725,1163264,-0.8574915528297424
1748389433.3188913,1179648,-0.8696904182434082
1748389462.6732047,1196032,-0.8763856291770935
1748389492.6016154,1212416,-0.8620074391365051
1748389523.136786,1228800,-0.8562647104263306
1748389553.6533816,1245184,-0.8510341644287109
1748389584.430931,1261568,-0.8580744862556458
1748389613.8305917,1277952,-0.8470783233642578
1748389643.1803176,1294336,-0.837418794631958
1748389673.346279,1310720,-0.8345564603805542
1748389703.0700207,1327104,-0.8305436968803406
1748389732.1648257,1343488,-0.8189190626144409
1748389764.0968478,1359872,-0.8259425759315491
1748389794.0729399,1376256,-0.8482996225357056
1748389822.162991,1392640,-0.8480703234672546
1748389851.9433177,1409024,-0.8412511944770813
1748389881.4496942,1425408,-0.829805850982666
1748389910.7777467,1441792,-0.8172542452812195
1748389939.6486487,1458176,-0.8005982637405396
1748389971.7806218,1474560,-0.7983371615409851
1748390001.2558053,1490944,-0.8065031170845032
1748390031.6379259,1507328,-0.8167620897293091
1748390061.3187048,1523712,-0.831197202205658
1748390090.4611077,1540096,-0.826130747795105
1748390119.2551155,1556480,-0.8253033757209778
1748390149.4107013,1572864,-0.822766900062561
1748390178.2808661,1589248,-0.827324390411377
1748390207.3676069,1605632,-0.8257734775543213
1748390236.6201558,1622016,-0.8266080617904663
1748390263.4614892,1638400,-0.8203670978546143
1748390287.8940134,1654784,-0.8129467368125916
1748390309.4707232,1671168,-0.8077626824378967
1748390330.589793,1687552,-0.8057616353034973
1748390351.9522793,1703936,-0.8083524107933044
1748390373.9805143,1720320,-0.8044293522834778
1748390395.235886,1736704,-0.8037471771240234
1748390416.7624292,1753088,-0.8001104593276978
1748390437.7509098,1769472,-0.8025949001312256
1748390459.2373726,1785856,-0.7943603992462158
1748390480.9086232,1802240,-0.7775570750236511
1748390502.281123,1818624,-0.7931192517280579
1748390523.3755813,1835008,-0.776274561882019
1748390544.3633611,1851392,-0.7695609331130981
1748390565.4947274,1867776,-0.7548439502716064
1748390586.510777,1884160,-0.7329375147819519
1748390607.4774532,1900544,-0.7213302254676819
1748390628.889444,1916928,-0.700980007648468
1748390649.863198,1933312,-0.6909812092781067
1748390670.8845904,1949696,-0.6768093705177307
1748390691.2815335,1966080,-0.6581626534461975
1748390712.040979,1982464,-0.6416764855384827
1748390732.4539135,1998848,-0.6425248980522156
1748390753.029493,2015232,-0.6355715394020081
1748390773.3776684,2031616,-0.6272315382957458
1748390793.6325138,2048000,-0.613523006439209
1748390813.9323606,2064384,-0.6026126742362976
1748390834.1784759,2080768,-0.5905132293701172
1748390854.4306517,2097152,-0.5699057579040527
1748390874.9152694,2113536,-0.5630367994308472
1748390895.236637,2129920,-0.5608115196228027
1748390915.3287315,2146304,-0.5701935291290283
1748390938.2189708,2162688,-0.5695595741271973
1748390963.0568693,2179072,-0.5584302544593811
1748390983.4031541,2195456,-0.5528401136398315
1748391005.0295217,2211840,-0.5279398560523987
1748391025.8548632,2228224,-0.512890636920929
1748391046.7061608,2244608,-0.5024069547653198
1748391066.896117,2260992,-0.4844992458820343
1748391087.2113323,2277376,-0.4762019217014313
1748391107.4892566,2293760,-0.4691358804702759
1748391127.793252,2310144,-0.47749996185302734
1748391147.9753609,2326528,-0.48552149534225464
1748391168.077503,2342912,-0.45899471640586853
1748391188.3970056,2359296,-0.4474620521068573
1748391208.4772236,2375680,-0.43073052167892456
1748391228.7264583,2392064,-0.41481608152389526
1748391248.9638877,2408448,-0.41171783208847046
1748391269.4364586,2424832,-0.4242505431175232
1748391289.5196757,2441216,-0.4346145689487457
1748391309.490673,2457600,-0.4402494430541992
1748391329.679766,2473984,-0.4310148358345032
1748391349.8530314,2490368,-0.41558191180229187
1748391370.0470424,2506752,-0.4052245616912842
1748391390.3279,2523136,-0.4039352238178253
1748391410.3957412,2539520,-0.40124624967575073
1748391430.5225086,2555904,-0.4034930467605591
1748391450.7107997,2572288,-0.4135734438896179
1748391471.0271175,2588672,-0.4426579177379608
1748391491.0009658,2605056,-0.45745542645454407
1748391511.2868123,2621440,-0.4529555141925812
1748391531.3534229,2637824,-0.43944165110588074
1748391551.464132,2654208,-0.41091492772102356
1748391572.0875137,2670592,-0.4026523232460022
1748391592.1788924,2686976,-0.4052692651748657
1748391612.2549627,2703360,-0.4136028587818146
1748391632.4738646,2719744,-0.4297037124633789
1748391652.5407317,2736128,-0.4556626081466675
1748391672.9092004,2752512,-0.45553773641586304
1748391692.955478,2768896,-0.45515012741088867
1748391712.860493,2785280,-0.47167620062828064
1748391733.0652452,2801664,-0.4752780497074127
1748391753.2011626,2818048,-0.481589138507843
1748391773.636818,2834432,-0.5034988522529602
1748391793.9257605,2850816,-0.505841076374054
1748391814.0594325,2867200,-0.5044568777084351
1748391834.277266,2883584,-0.5228404998779297
1748391854.4826584,2899968,-0.5373209714889526
1748391875.0800445,2916352,-0.554705023765564
1748391895.1641114,2932736,-0.5528426766395569
1748391915.1818755,2949120,-0.559877872467041
1748391936.9784303,2965504,-0.5498125553131104
1748391957.8103437,2981888,-0.5383603572845459
1748391977.961681,2998272,-0.5404921770095825
1748391998.7332668,3014656,-0.5601098537445068
1748392018.8155863,3031040,-0.5886051058769226
1748392038.9940598,3047424,-0.6128652095794678
1748392058.954566,3063808,-0.6099700927734375
1748392079.246612,3080192,-0.6019607186317444
1748392099.3546634,3096576,-0.6046394109725952
1748392119.49426,3112960,-0.6125977635383606
1748392139.4825497,3129344,-0.6109827160835266
1748392159.6312108,3145728,-0.6124441623687744
1748392179.782927,3162112,-0.5977963805198669
1748392200.033071,3178496,-0.5886267423629761
1748392220.1100278,3194880,-0.6023922562599182
1748392240.3458931,3211264,-0.6230313777923584
1748392262.3383074,3227648,-0.6413151621818542
1748392285.0546386,3244032,-0.621028482913971
1748392309.8786643,3260416,-0.6147171854972839
1748392330.0461624,3276800,-0.632477879524231
1748392352.5489912,3293184,-0.6286173462867737
1748392376.1094844,3309568,-0.6316516399383545
1748392396.8295045,3325952,-0.6422946453094482
1748392417.0667672,3342336,-0.642169713973999
1748392437.2913363,3358720,-0.6519674062728882
1748392457.964299,3375104,-0.6494102478027344
1748392478.176576,3391488,-0.6725702285766602
1748392498.381384,3407872,-0.6672995686531067
1748392519.138296,3424256,-0.6683675646781921
1748392539.311436,3440640,-0.6685076951980591
1748392559.4379005,3457024,-0.685197651386261
1748392579.7636046,3473408,-0.6702470779418945
1748392599.7973027,3489792,-0.6568982601165771
1748392619.878687,3506176,-0.6577984094619751
1748392640.4552233,3522560,-0.6663727164268494
1748392660.5315557,3538944,-0.6499374508857727
1748392680.7826934,3555328,-0.6345611810684204
1748392700.9340994,3571712,-0.6342656016349792
1748392720.947182,3588096,-0.6550318002700806
1748392741.0958478,3604480,-0.6659003496170044
1748392761.626588,3620864,-0.6675883531570435
1748392781.7206204,3637248,-0.6438978314399719
1748392801.8592732,3653632,-0.6450549364089966
1748392821.9683135,3670016,-0.6667463183403015
1748392842.05538,3686400,-0.6675750017166138
1748392862.1774116,3702784,-0.6470885276794434
1748392882.520008,3719168,-0.650966465473175
1748392902.4616733,3735552,-0.6750449538230896
1748392922.4910018,3751936,-0.7042968273162842
1748392942.513486,3768320,-0.7172280550003052
1748392962.5238466,3784704,-0.7234396934509277
1748392982.7173586,3801088,-0.6982952952384949
1748393003.2606413,3817472,-0.6800428032875061
1748393023.2928193,3833856,-0.6875926852226257
1748393043.6124055,3850240,-0.686493456363678
1748393063.79059,3866624,-0.7110404968261719
1748393083.7599597,3883008,-0.70674729347229
1748393103.885425,3899392,-0.7147201895713806
1748393124.1384923,3915776,-0.7038463950157166
1748393144.2703757,3932160,-0.6810832023620605
1748393164.3903136,3948544,-0.6975447535514832
1748393184.3501744,3964928,-0.7038078904151917
1748393204.380096,3981312,-0.7080197930335999
1748393224.4769967,3997696,-0.7353554964065552
1748393244.7993367,4014080,-0.7526201605796814
1748393264.6926444,4030464,-0.7575427293777466
1748393284.9380548,4046848,-0.7543898820877075
1748393304.9739978,4063232,-0.7542949914932251
1748393324.9438555,4079616,-0.7568454146385193
1748393344.9524539,4096000,-0.751563310623169
1748393365.4848144,4112384,-0.7459129095077515
1748393385.6667612,4128768,-0.7431252598762512
1748393405.657087,4145152,-0.751080334186554
1748393425.7814355,4161536,-0.753017008304596
1748393445.6542172,4177920,-0.7517009377479553
1748393465.655898,4194304,-0.754030168056488
1748393485.9916203,4210688,-0.7572311162948608
1748393506.111395,4227072,-0.7741259932518005
1748393526.1308157,4243456,-0.77834552526474
1748393546.187413,4259840,-0.7682983875274658
1748393566.1963341,4276224,-0.7695252895355225
1748393586.646374,4292608,-0.7854719758033752
1748393606.808514,4308992,-0.8038808703422546
1748393627.4783895,4325376,-0.7786237001419067
1748393647.6268861,4341760,-0.7672601342201233
1748393667.70093,4358144,-0.7536309361457825
1748393687.8413665,4374528,-0.734272837638855
1748393707.9406714,4390912,-0.7144280672073364
1748393728.2799425,4407296,-0.7178685069084167
1748393748.7400393,4423680,-0.7135987877845764
1748393768.732426,4440064,-0.6928104758262634
1748393788.7439332,4456448,-0.6733924150466919
1748393808.7653995,4472832,-0.6575956344604492
1748393828.8418605,4489216,-0.6470766067504883
1748393848.8673804,4505600,-0.6241235733032227
1748393869.3535097,4521984,-0.6228512525558472
1748393889.3317285,4538368,-0.6230971217155457
1748393909.2810333,4554752,-0.6307033896446228
1748393929.4034233,4571136,-0.607445478439331
1748393949.4812858,4587520,-0.586887001991272
1748393969.453437,4603904,-0.5883325934410095
1748393989.8846478,4620288,-0.6092641949653625
1748394010.1469736,4636672,-0.621617317199707
1748394030.2011142,4653056,-0.6048681735992432
1748394050.3802173,4669440,-0.5855365991592407
1748394070.3292384,4685824,-0.5572910308837891
1748394090.3270738,4702208,-0.536518394947052
1748394110.844846,4718592,-0.5224575400352478
1748394130.8151016,4734976,-0.5060593485832214
1748394150.6938992,4751360,-0.4882655143737793
1748394170.8172748,4767744,-0.4776637554168701
1748394190.7605643,4784128,-0.4752865731716156
1748394210.9675524,4800512,-0.46748214960098267
1748394231.3208227,4816896,-0.4655296504497528
1748394251.3059468,4833280,-0.4501619338989258
1748394271.565825,4849664,-0.42356112599372864
1748394291.6391106,4866048,-0.416653573513031
1748394311.4959168,4882432,-0.4108584225177765
1748394331.560618,4898816,-0.3979458510875702
1748394351.9782612,4915200,-0.3981834948062897
1748394372.0576212,4931584,-0.39393317699432373
1748394392.0898516,4947968,-0.4061265289783478
1748394412.2141538,4964352,-0.390674352645874
1748394432.1830308,4980736,-0.38467592000961304
1748394452.2738128,4997120,-0.3953179717063904
1748394472.7962315,5013504,-0.39150407910346985
1748394492.8194864,5029888,-0.40474733710289
1748394512.8195803,5046272,-0.4117060601711273
1748394532.8710823,5062656,-0.41232213377952576
1748394552.8647847,5079040,-0.4163691997528076
1748394572.8849564,5095424,-0.41708990931510925
1748394593.2991877,5111808,-0.42043086886405945
1748394613.216059,5128192,-0.4205612540245056
1748394633.1722817,5144576,-0.41010987758636475
1748394653.1590295,5160960,-0.4091583490371704
1748394673.1706288,5177344,-0.40005338191986084
1748394693.112547,5193728,-0.3911712169647217
1748394713.610221,5210112,-0.3873363435268402
1748394733.5474327,5226496,-0.3654616177082062
1748394753.5404575,5242880,-0.35848912596702576
1748394773.5363572,5259264,-0.3675118684768677
1748394793.6625051,5275648,-0.36244305968284607
1748394813.6313412,5292032,-0.38240280747413635
1748394833.878589,5308416,-0.3899618685245514
1748394853.7781765,5324800,-0.4202907085418701
1748394873.9910538,5341184,-0.42447200417518616
1748394893.8808084,5357568,-0.43077218532562256
1748394914.0521035,5373952,-0.4470176696777344
1748394935.8144233,5390336,-0.4854409098625183
1748394956.9907887,5406720,-0.48357197642326355
1748394978.8381667,5423104,-0.4991186261177063
1748395000.2063367,5439488,-0.49844011664390564
1748395021.525407,5455872,-0.5085107088088989
1748395042.749658,5472256,-0.5173904895782471
1748395064.7516148,5488640,-0.5294139981269836
1748395086.3355026,5505024,-0.5277950763702393
1748395108.3366423,5521408,-0.527113676071167
1748395129.5613902,5537792,-0.5575252771377563
1748395150.9282985,5554176,-0.5643280744552612
1748395172.2263415,5570560,-0.5512763857841492
1748395193.5558228,5586944,-0.5399357080459595
1748395214.9830406,5603328,-0.5363818407058716
1748395235.6485562,5619712,-0.5181443691253662
1748395256.4426312,5636096,-0.48831111192703247
1748395276.77298,5652480,-0.4830356240272522
1748395296.8913505,5668864,-0.47463634610176086
1748395317.4086754,5685248,-0.43731215596199036
1748395337.739574,5701632,-0.4313431978225708
1748395357.9521422,5718016,-0.4262206554412842
1748395378.0364888,5734400,-0.44402289390563965
1748395398.2349975,5750784,-0.4753974378108978
1748395418.4494781,5767168,-0.5028859972953796
1748395438.7863762,5783552,-0.5223149657249451
1748395459.091805,5799936,-0.533596932888031
1748395479.6414902,5816320,-0.5622247457504272
1748395499.7643323,5832704,-0.5720142126083374
1748395519.9643457,5849088,-0.5887525081634521
1748395540.3338294,5865472,-0.6093395948410034
1748395560.4695115,5881856,-0.6509100198745728
1748395580.5826283,5898240,-0.6921019554138184
1748395600.9820395,5914624,-0.7324547171592712
1748395621.2630389,5931008,-0.7560286521911621
1748395641.3534274,5947392,-0.7705160975456238
1748395661.2810404,5963776,-0.7725668549537659
1748395681.4567447,5980160,-0.7772675156593323
1748395701.4591882,5996544,-0.7658489346504211
1748395721.6070187,6012928,-0.760545551776886
1748395744.2041972,6029312,-0.7688179016113281
1748395764.387691,6045696,-0.791886031627655
1748395784.4560215,6062080,-0.7956490516662598
1748395804.6519656,6078464,-0.7968864440917969
1748395824.8415496,6094848,-0.7901415824890137
1748395844.9985483,6111232,-0.7915382385253906
1748395865.7670503,6127616,-0.7754741907119751
1748395886.0888379,6144000,-0.7403008341789246
1748395906.3591394,6160384,-0.716960608959198
1748395926.5983646,6176768,-0.6960650086402893
1748395946.9513695,6193152,-0.6639979481697083
1748395967.2761607,6209536,-0.650927722454071
1748395988.4085789,6225920,-0.621260404586792
1748396010.2632432,6242304,-0.6112623810768127
1748396031.6963656,6258688,-0.6351572871208191
1748396053.1597047,6275072,-0.6295338273048401
1748396075.23761,6291456,-0.6253554224967957
1748396096.6915276,6307840,-0.6563112735748291
1748396116.84656,6324224,-0.6929628252983093
1748396137.0242722,6340608,-0.7211458086967468
1748396157.3272645,6356992,-0.74151211977005
1748396177.4631286,6373376,-0.7835444211959839
1748396197.6656966,6389760,-0.7839334607124329
1748396217.9025266,6406144,-0.7797502875328064
1748396238.7112494,6422528,-0.7936862707138062
1748396259.176738,6438912,-0.7673473954200745
1748396279.5169435,6455296,-0.7444415092468262
1748396300.044345,6471680,-0.6945925354957581
1748396320.4114058,6488064,-0.6555957794189453
1748396340.6661007,6504448,-0.6647419929504395
1748396361.4569874,6520832,-0.6578203439712524
1748396381.7210453,6537216,-0.6307205557823181
1748396402.2443533,6553600,-0.5926386713981628
1748396422.5017695,6569984,-0.566821277141571
1748396442.668768,6586368,-0.5537169575691223
1748396462.8801951,6602752,-0.5420725345611572
1748396483.6538527,6619136,-0.5473639965057373
1748396503.8239956,6635520,-0.5338005423545837
1748396524.083255,6651904,-0.5300768613815308
1748396544.3660276,6668288,-0.5459545850753784
1748396564.5157528,6684672,-0.5520371198654175
1748396584.899602,6701056,-0.5477787256240845
1748396605.516459,6717440,-0.5310436487197876
1748396625.8023405,6733824,-0.510275661945343
1748396646.0204608,6750208,-0.5002368092536926
1748396666.35059,6766592,-0.49609607458114624
1748396686.4594853,6782976,-0.5145551562309265
1748396706.7370923,6799360,-0.513348400592804
1748396727.3429353,6815744,-0.509408175945282
1748396747.580876,6832128,-0.5266571044921875
1748396767.799469,6848512,-0.5401237607002258
1748396787.968414,6864896,-0.5725886821746826
1748396808.2786417,6881280,-0.5546274185180664
1748396828.6036828,6897664,-0.5104689002037048
1748396849.3053632,6914048,-0.47799810767173767
1748396869.6012225,6930432,-0.4389251470565796
1748396889.7950163,6946816,-0.44263654947280884
1748396910.0669115,6963200,-0.4638277590274811
1748396930.3297331,6979584,-0.510053813457489
1748396950.5031762,6995968,-0.5356444716453552
1748396971.0743866,7012352,-0.536051332950592
1748396991.513189,7028736,-0.5381960272789001
1748397011.7545693,7045120,-0.5122663378715515
1748397031.9695277,7061504,-0.48387235403060913
1748397052.343282,7077888,-0.47634100914001465
1748397072.6434913,7094272,-0.43690255284309387
1748397092.8473787,7110656,-0.4169517457485199
1748397113.6452432,7127040,-0.4067886173725128
1748397134.0284753,7143424,-0.3916211426258087
1748397154.3711975,7159808,-0.4108928143978119
1748397174.826251,7176192,-0.41247493028640747
1748397195.148332,7192576,-0.40077126026153564
1748397215.3645644,7208960,-0.37395402789115906
1748397236.0751307,7225344,-0.33751025795936584
1748397256.517203,7241728,-0.3249262571334839
1748397276.7725835,7258112,-0.2963045835494995
1748397296.9703977,7274496,-0.3151456117630005
1748397317.1344805,7290880,-0.36194419860839844
1748397337.458967,7307264,-0.3890259563922882
1748397358.1198306,7323648,-0.35747596621513367
1748397378.4442165,7340032,-0.32443341612815857
1748397398.5653777,7356416,-0.2959108352661133
1748397418.6163085,7372800,-0.28225722908973694
1748397438.911392,7389184,-0.27167853713035583
1748397459.4107316,7405568,-0.2834256887435913
1748397479.5868814,7421952,-0.3226839005947113
1748397499.818756,7438336,-0.341609925031662
1748397519.9880533,7454720,-0.31615564227104187
1748397540.165582,7471104,-0.3164878487586975
1748397560.4433813,7487488,-0.3240543305873871
1748397580.5557353,7503872,-0.32996538281440735
1748397601.0739343,7520256,-0.3393319547176361
1748397623.5072458,7536640,-0.3622559905052185
1748397649.7917707,7553024,-0.3529866635799408
1748397674.9656663,7569408,-0.3300758898258209
1748397710.2182431,7585792,-0.3342262804508209
1748397739.1903884,7602176,-0.32950520515441895
1748397764.8771832,7618560,-0.3075687885284424
1748397790.0429227,7634944,-0.31938037276268005
1748397816.2225232,7651328,-0.30020320415496826
1748397842.185897,7667712,-0.2944050431251526
1748397867.2309184,7684096,-0.3042522072792053
1748397892.663154,7700480,-0.29027116298675537
1748397918.3757284,7716864,-0.26024532318115234
1748397942.5940957,7733248,-0.21344450116157532
1748397966.3342113,7749632,-0.18783602118492126
1748397991.5243788,7766016,-0.1811372935771942
1748398016.9343977,7782400,-0.15863193571567535
1748398038.2102091,7798784,-0.1454671025276184
1748398058.367955,7815168,-0.1614353507757187
1748398079.0243037,7831552,-0.19719918072223663
1748398099.0651696,7847936,-0.1881844401359558
1748398119.6001651,7864320,-0.17489509284496307
1748398140.4410803,7880704,-0.19484758377075195
1748398161.385316,7897088,-0.21890249848365784
1748398182.5364113,7913472,-0.25022390484809875
1748398203.393225,7929856,-0.2689477205276489
1748398224.2207022,7946240,-0.2902073562145233
1748398245.4117436,7962624,-0.309048056602478
1748398266.9078498,7979008,-0.33427193760871887
1748398287.96121,7995392,-0.3620608448982239
1748398308.963322,8011776,-0.3829844295978546
1748398330.33071,8028160,-0.3718098998069763
1748398351.5243008,8044544,-0.34833022952079773
1748398372.9697661,8060928,-0.3523966372013092
1748398393.3799663,8077312,-0.37014225125312805
1748398413.9185061,8093696,-0.39588314294815063
1748398434.8834932,8110080,-0.4105786085128784
1748398455.377711,8126464,-0.4048623740673065
1748398475.9153676,8142848,-0.403900682926178
1748398496.7972453,8159232,-0.36707645654678345
1748398517.7054799,8175616,-0.3340671956539154
1748398538.1340926,8192000,-0.31979331374168396
1748398558.7441483,8208384,-0.29362958669662476
1748398579.4092212,8224768,-0.28195372223854065
1748398599.7454755,8241152,-0.2512499988079071
1748398620.2153833,8257536,-0.22986653447151184
1748398640.9427767,8273920,-0.21299082040786743
1748398661.023665,8290304,-0.18915928900241852
1748398681.2883074,8306688,-0.18041059374809265
1748398701.7397323,8323072,-0.18632900714874268
1748398721.8102334,8339456,-0.17596293985843658
1748398741.8768995,8355840,-0.1631329208612442
1748398761.9106126,8372224,-0.15680637955665588
1748398782.1921487,8388608,-0.12168243527412415
1748398802.3156989,8404992,-0.10145898908376694
1748398822.8995602,8421376,-0.07208893448114395
1748398843.0161328,8437760,-0.01528745237737894
1748398863.0787961,8454144,0.027932140976190567
1748398883.2546947,8470528,0.0607110895216465
1748398903.3290467,8486912,0.11536143720149994
1748398923.3411818,8503296,0.1259721964597702
1748398943.6487682,8519680,0.1287376433610916
1748398963.6248267,8536064,0.15376180410385132
1748398983.7480896,8552448,0.15193581581115723
1748399003.811137,8568832,0.1481163203716278
1748399023.856486,8585216,0.1457844376564026
1748399043.9913118,8601600,0.12968116998672485
1748399064.5725935,8617984,0.10401032865047455
1748399084.6120255,8634368,0.08895281702280045
1748399104.5892036,8650752,0.09398685395717621
1748399124.4870594,8667136,0.052866071462631226
1748399144.5016587,8683520,0.021401215344667435
1748399167.1477714,8699904,0.02248346619307995
1748399188.0930927,8716288,0.030236730352044106
1748399207.950037,8732672,0.011465786956250668
1748399227.8569539,8749056,-0.03561911731958389
1748399247.8546083,8765440,-0.06265796720981598
1748399267.728712,8781824,-0.06801559776067734
1748399287.7343693,8798208,-0.07192998379468918
1748399308.1311092,8814592,-0.08428142219781876
1748399328.054095,8830976,-0.11514454334974289
1748399348.011227,8847360,-0.13878843188285828
1748399368.032575,8863744,-0.1636183112859726
1748399387.9414566,8880128,-0.17796216905117035
1748399407.8402328,8896512,-0.19522395730018616
1748399428.2841997,8912896,-0.21495895087718964
1748399448.4306421,8929280,-0.21795913577079773
1748399468.4308968,8945664,-0.23541592061519623
1748399488.4326022,8962048,-0.2648509442806244
1748399508.4351795,8978432,-0.2752247750759125
1748399528.4230278,8994816,-0.29600536823272705
1748399549.0261295,9011200,-0.31213510036468506
1748399569.0596318,9027584,-0.3331858217716217
1748399589.1255896,9043968,-0.344853013753891
1748399609.203391,9060352,-0.363949179649353
1748399629.1662247,9076736,-0.38436034321784973
1748399649.1333869,9093120,-0.3890349864959717
1748399669.8241262,9109504,-0.3887825012207031
1748399690.1330156,9125888,-0.3923344016075134
1748399710.089009,9142272,-0.39075908064842224
1748399730.1663885,9158656,-0.39016789197921753
1748399749.9585109,9175040,-0.4035038650035858
1748399769.8312018,9191424,-0.40022802352905273
1748399790.0132246,9207808,-0.39896294474601746
1748399809.8655128,9224192,-0.4078676998615265
1748399829.7975664,9240576,-0.3839624524116516
1748399849.7045898,9256960,-0.35636603832244873
1748399869.549767,9273344,-0.341260701417923
1748399889.439012,9289728,-0.319443941116333
1748399909.3191082,9306112,-0.32047638297080994
1748399929.3987124,9322496,-0.310823917388916
1748399949.2817593,9338880,-0.2912701666355133
1748399969.1556573,9355264,-0.2806605398654938
1748399988.9876127,9371648,-0.2861453592777252
1748400009.2272143,9388032,-0.28009048104286194
1748400029.2852287,9404416,-0.25651079416275024
1748400049.4124084,9420800,-0.2512543797492981
1748400069.32495,9437184,-0.24587908387184143
1748400089.1783667,9453568,-0.2310253530740738
1748400109.0174448,9469952,-0.22778016328811646
1748400128.8518832,9486336,-0.24543340504169464
1748400148.7094975,9502720,-0.2718832492828369
1748400168.8569396,9519104,-0.2798793315887451
1748400188.731544,9535488,-0.28736191987991333
1748400208.636382,9551872,-0.30623069405555725
1748400228.4754505,9568256,-0.3107615113258362
1748400248.3808475,9584640,-0.32205572724342346
1748400268.364297,9601024,-0.3371557593345642
1748400288.5091019,9617408,-0.34968361258506775
1748400308.5440633,9633792,-0.3466712534427643
1748400328.582666,9650176,-0.32494208216667175
1748400348.636441,9666560,-0.31883540749549866
1748400368.7706573,9682944,-0.3181420862674713
1748400388.8276439,9699328,-0.31610870361328125
1748400409.1664786,9715712,-0.2987964153289795
1748400429.189426,9732096,-0.28284674882888794
1748400449.361541,9748480,-0.2664060890674591
1748400469.2900083,9764864,-0.3141060471534729
1748400489.3287342,9781248,-0.3054555654525757
1748400509.3904316,9797632,-0.30502849817276
1748400529.6795356,9814016,-0.3000521957874298
1748400549.6601293,9830400,-0.28160330653190613
1748400569.5900342,9846784,-0.26612982153892517
1748400589.885731,9863168,-0.2603234052658081
1748400609.92527,9879552,-0.26955583691596985
1748400629.8959775,9895936,-0.2569427490234375
1748400649.8190331,9912320,-0.25317442417144775
1748400670.291472,9928704,-0.2351609617471695
1748400690.8436089,9945088,-0.21383480727672577
1748400710.9277453,9961472,-0.21327829360961914
1748400731.0285134,9977856,-0.2241935133934021
1748400751.051266,9994240,-0.21063794195652008
1748400770.9688013,10010624,-0.22537942230701447
