Wall time,Step,Value
1748387355.225234,32768,2132.055908203125
1748387381.260975,49152,608.3631591796875
1748387406.5988002,65536,237.38589477539062
1748387434.9669063,81920,140.67588806152344
1748387463.6590383,98304,84.50260162353516
1748387491.7696168,114688,70.8060073852539
1748387520.6398168,131072,78.81010437011719
1748387548.8720732,147456,48.543819427490234
1748387577.5586536,163840,103.27526092529297
1748387606.1173358,180224,87.29767608642578
1748387634.2914484,196608,130.98504638671875
1748387663.9401047,212992,191.80543518066406
1748387692.372547,229376,159.4779052734375
1748387720.8062923,245760,125.03104400634766
1748387749.7800715,262144,99.553466796875
1748387778.5464454,278528,99.19139862060547
1748387806.832258,294912,49.54405212402344
1748387836.3350556,311296,69.52690124511719
1748387865.1746128,327680,48.41879653930664
1748387893.8831437,344064,62.24991226196289
1748387922.6972198,360448,48.011505126953125
1748387951.8549469,376832,34.85478591918945
1748387980.864203,393216,22.846193313598633
1748388011.531424,409600,12.86000919342041
1748388041.3643205,425984,11.093673706054688
1748388072.223528,442368,15.38748836517334
1748388102.1527803,458752,26.14292335510254
1748388132.5689058,475136,16.501474380493164
1748388163.9751613,491520,13.338134765625
1748388194.2822518,507904,12.501233100891113
1748388223.652282,524288,9.310449600219727
1748388253.6307292,540672,7.830686569213867
1748388284.5065973,557056,14.645458221435547
1748388314.3497784,573440,3.5320465564727783
1748388343.861337,589824,28.75176239013672
1748388373.556477,606208,5.304615020751953
1748388403.2438884,622592,18.08875846862793
1748388433.548928,638976,18.067655563354492
1748388463.1394498,655360,7.366270542144775
1748388493.0159225,671744,4.914668083190918
1748388523.5209198,688128,4.25816011428833
1748388557.2254927,704512,9.05956745147705
1748388588.4311268,720896,9.482760429382324
1748388618.8596892,737280,16.170406341552734
1748388649.628349,753664,7.744460582733154
1748388680.7125475,770048,5.151806354522705
1748388711.114419,786432,5.314526081085205
1748388741.6674936,802816,3.8249425888061523
1748388772.4809701,819200,12.957825660705566
1748388802.8776433,835584,8.10353946685791
1748388833.3516414,851968,15.027222633361816
1748388864.5230207,868352,16.76186752319336
1748388894.504396,884736,26.442535400390625
1748388924.9002821,901120,9.838197708129883
1748388955.7217093,917504,6.098338603973389
1748388986.212645,933888,7.0544352531433105
1748389016.885293,950272,8.024864196777344
1748389046.37006,966656,8.229061126708984
1748389075.9428022,983040,4.605146884918213
